data_value,prediccion
20.4938613376835,20.24531930218977
17.3680293637847,20.466891305838505
20.2439967373573,19.029996862176457
18.1132610114193,20.463567725783776
20.2182569331158,19.46649370936447
20.6180660685155,20.24199572213504
23.3584575856444,19.140782864000826
20.8617406199021,20.023747298541036
18.5323295269168,18.91921086035209
16.4778923327896,20.57767730766287
